candidate_id,data_seed,eligible_checkpoint,field_frozen_before_mechanism_selection,field_ready,field_ready_step,gradient_norm,id_tuning_pair_exact,id_tuning_supported_accuracy,loss_action_margin_loss,loss_answer,loss_answer_loss,loss_answer_weight,loss_auxiliary,loss_boundary_loss,loss_boundary_token_loss,loss_boundary_value,loss_bulk_boundary_loss,loss_candidate_loss,loss_causal_field_binding_loss,loss_conservation_loss,loss_entity,loss_entity_loss,loss_event_chain_binding_loss,loss_event_chain_coverage_loss,loss_event_chain_null_fibre_loss,loss_event_chain_positive_fibre_loss,loss_event_chain_worst_null_fibre_loss,loss_event_chain_worst_positive_fibre_loss,loss_event_relation_loss,loss_event_source_loss,loss_event_target_loss,loss_event_world_availability_loss,loss_geometry_diversity_loss,loss_geometry_edge_loss,loss_multiscale_chain_capacity_margin_loss,loss_multiscale_chain_cone_margin_loss,loss_multiscale_chain_mean_event_support_loss,loss_multiscale_chain_support_loss,loss_multiscale_chain_worst_event_support_loss,loss_pair_equivariance,loss_physical,loss_physical_action_loss,loss_physical_boundary_deficit_loss,loss_physical_cone_loss,loss_physical_effective_action_loss,loss_physical_teacher_loss,loss_physical_terminal_mass_loss,loss_physical_transmission_loss,loss_query_loss,loss_query_pointer_loss,loss_query_role,loss_registered_action_margin_loss,loss_registered_boundary_margin_loss,loss_registered_cone_margin_loss,loss_registered_local_action_cell_margin_loss,loss_registered_measurement_margin_loss,loss_registered_terminal_margin_loss,loss_registered_transport_margin_loss,loss_relation_anchor,loss_relation_loss,loss_relation_probability_mean,loss_role_routing_loss,loss_source_loss,loss_source_pointer,loss_structured_teacher_loss,loss_target_pointer,loss_teacher_weight,loss_total_loss,loss_unsupervised_physics_loss,loss_world_entropy_loss,mean_group_exposure,mechanism_tuning_complete,mechanism_tuning_evaluable,mechanism_tuning_min_panel_full_accuracy,mechanism_tuning_min_targeted_drop,mechanism_tuning_pass,mechanism_tuning_scenarios,mechanism_tuning_shards_expected,mechanism_tuning_shards_observed,mechanism_tuning_shards_passed,minimum_exposure_pass,minimum_group_exposure,model,optimization_seed,readiness_closure_non_degradation,readiness_effective_action_mae,readiness_event_chain_exact,readiness_hard_overflow_rate,readiness_measurement_min_accuracy,readiness_pair_exact,readiness_pass,readiness_path_coverage,readiness_program_event_precision,readiness_program_event_recall,readiness_streak,readiness_supported_accuracy,readiness_unsupported_error_rate,scheduled_teacher_weight,stable_streak,stable_window_pass,stage,stage_max_hop,step,strict_field_metrics_pass,teacher_weight,total_step,train_loss,tuning_accuracy,tuning_pair_exact,tuning_supported_accuracy,tuning_unsupported_error_rate,unseen_group_count,zero_teacher
t4_aux_staged_a,16301,False,,,,3.1291234493255615,,,,1.185058355331421,,,2.2154293060302734,,,1.2816519737243652,,,,,1.6065051555633545,,,,,,,,,,,,,,,,,,,0.02051997371017933,0.8442258238792419,,,,,,,,,,1.9241268634796143,,,,,,,,1.7094135284423828,,,,,4.285007953643799,,3.8570728302001953,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1,,,1,1.7409676313400269,0.38095238095238093,0.0,0.4897959183673469,1.0,,
t4_aux_staged_a,16301,False,,,,1.1281414031982422,,,,0.5626436471939087,,,0.48243340849876404,,,0.9664720296859741,,,,,0.20363956689834595,,,,,,,,,,,,,,,,,,,0.13204893469810486,0.34229031205177307,,,,,,,,,,0.3243081867694855,,,,,,,,0.5611780881881714,,,,,0.17230725288391113,,0.8068380355834961,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,100,,,100,0.6964568495750427,0.373015873015873,0.04081632653061224,0.45918367346938777,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,2.346313714981079,,,,0.11488978564739227,,,0.2803199291229248,,,0.04942250996828079,,,,,0.16883757710456848,,,,,,,,,,,,,,,,,,,1.4929792881011963,0.7541840076446533,,,,,,,,,,0.14446431398391724,,,,,,,,0.09801743179559708,,,,,0.017054174095392227,,0.7302594184875488,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,200,,,200,0.3342677056789398,0.373015873015873,0.061224489795918366,0.45918367346938777,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.4954429268836975,,,,0.017870213836431503,,,0.13574329018592834,,,0.012326739728450775,,,,,0.10271074622869492,,,,,,,,,,,,,,,,,,,0.09071947634220123,0.3593086898326874,,,,,,,,,,0.08644645661115646,,,,,,,,0.06430058926343918,,,,,0.004140510689467192,,0.32096922397613525,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,300,,,300,0.06087798625230789,0.38095238095238093,0.10204081632653061,0.46938775510204084,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.40962621569633484,,,,0.008468978106975555,,,0.09105411916971207,,,0.017177850008010864,,,,,0.04976002499461174,,,,,,,,,,,,,,,,,,,0.049040742218494415,0.41792353987693787,,,,,,,,,,0.053519248962402344,,,,,,,,0.043457094579935074,,,,,0.0054668341763317585,,0.05007421597838402,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,400,,,400,0.03613658249378204,0.373015873015873,0.14285714285714285,0.45918367346938777,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.16579356789588928,,,,0.008223213255405426,,,0.06189575046300888,,,0.006965369451791048,,,,,0.04585371911525726,,,,,,,,,,,,,,,,,,,0.011332686990499496,0.27302035689353943,,,,,,,,,,0.04582331329584122,,,,,,,,0.025606274604797363,,,,,0.004042340908199549,,0.03195887804031372,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,500,,,500,0.024830419570207596,0.36507936507936506,0.14285714285714285,0.4489795918367347,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.31195342540740967,,,,0.0024929034989327192,,,0.0587928332388401,,,0.008192003704607487,,,,,0.03939341381192207,,,,,,,,,,,,,,,,,,,0.0758785754442215,0.28183096647262573,,,,,,,,,,0.035166651010513306,,,,,,,,0.03303838521242142,,,,,0.0005329778068698943,,0.013395429588854313,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,600,,,600,0.02477896958589554,0.373015873015873,0.16326530612244897,0.45918367346938777,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.2217855602502823,,,,0.0014810882275924087,,,0.04158402979373932,,,0.003626660443842411,,,,,0.02073732204735279,,,,,,,,,,,,,,,,,,,0.052835892885923386,0.2202177792787552,,,,,,,,,,0.020364990457892418,,,,,,,,0.013840674422681332,,,,,0.00161455397028476,,0.010686218738555908,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,700,,,700,0.017160683870315552,0.3888888888888889,0.22448979591836735,0.47959183673469385,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.22614522278308868,,,,0.0020738444291055202,,,0.035806965082883835,,,0.004108530934900045,,,,,0.014496838673949242,,,,,,,,,,,,,,,,,,,0.049566641449928284,0.19709061086177826,,,,,,,,,,0.01869543269276619,,,,,,,,0.011238418519496918,,,,,0.0001225057931151241,,0.00489641260355711,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,800,,,800,0.01598224975168705,0.40476190476190477,0.24489795918367346,0.5,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.14145448803901672,,,,0.0019961532671004534,,,0.03414208069443703,,,0.002193642780184746,,,,,0.016985811293125153,,,,,,,,,,,,,,,,,,,0.03158976137638092,0.15967611968517303,,,,,,,,,,0.013670006766915321,,,,,,,,0.010093298740684986,,,,,0.0005405382835306227,,0.035835135728120804,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,900,,,900,0.013690649531781673,0.3888888888888889,0.24489795918367346,0.47959183673469385,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.07550755888223648,,,,0.0003499927115626633,,,0.02114066295325756,,,0.003318697214126587,,,,,0.008240696974098682,,,,,,,,,,,,,,,,,,,0.002812295686453581,0.11001624912023544,,,,,,,,,,0.012623724527657032,,,,,,,,0.009685175493359566,,,,,6.439005665015429e-05,,0.004035701043903828,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1000,,,1000,0.005916388239711523,0.4126984126984127,0.2653061224489796,0.5102040816326531,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.05650826543569565,,,,0.00012192991562187672,,,0.013449122197926044,,,0.0013054131995886564,,,,,0.005815769545733929,,,,,,,,,,,,,,,,,,,0.004266274627298117,0.06952206045389175,,,,,,,,,,0.009723548777401447,,,,,,,,0.006171563174575567,,,,,0.0001599018432898447,,0.0014455959899351,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1100,,,1100,0.003910837695002556,0.40476190476190477,0.2653061224489796,0.5,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.02665736712515354,,,,0.00020428681455086917,,,0.0106005584821105,,,0.0011012890608981252,,,,,0.0040925247594714165,,,,,,,,,,,,,,,,,,,0.001293380162678659,0.04983380064368248,,,,,,,,,,0.007590924389660358,,,,,,,,0.009649637155234814,,,,,0.00022116847685538232,,0.0017145659076049924,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1200,,,1200,0.002983764512464404,0.3888888888888889,0.24489795918367346,0.47959183673469385,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.17201748490333557,,,,0.0007077447371557355,,,0.006061744410544634,,,0.0008937381207942963,,,,,0.007157049607485533,,,,,,,,,,,,,,,,,,,0.01319347508251667,0.021578410640358925,,,,,,,,,,0.008328291587531567,,,,,,,,0.0036665257066488266,,,,,0.00027082758606411517,,0.0005373653257265687,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1300,,,1300,0.003542528487741947,0.38095238095238093,0.22448979591836735,0.46938775510204084,0.9285714285714286,,
t4_aux_staged_a,16301,False,,,,0.038269564509391785,,,,0.00020768454123754054,,,0.004439187701791525,,,0.0012039265129715204,,,,,0.00530205899849534,,,,,,,,,,,,,,,,,,,0.002799286972731352,0.012746268883347511,,,,,,,,,,0.005831168498843908,,,,,,,,0.004606049042195082,,,,,0.00021285282855387777,,0.0011719887843355536,,,,,,,,,,,,,,,,,direct_transformer,12011,,,,,,,,,,,,,,,0,False,warmup_1hop,1,1400,,,1400,0.0015974101843312383,0.3968253968253968,0.24489795918367346,0.4897959183673469,0.9285714285714286,,
